text,distortion_label,language,template_id
"My stomach felt numb for a second, this is going to be a total catastrophe.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::73941
"My brother has been quiet lately in the basement, it must be something I did.",Personalization,en,Personalization::36661
This is the second meeting in a row that didn't go anywhere. I'm starting to wonder if this is just how it's going to keep going for my reputation.,Overgeneralization,en,Overgeneralization::92430
"Something in me feels certain the match will go badly, even though I can't point to a single real reason why.",Emotional Reasoning,en,Emotional Reasoning::8945
"The mood at the outdoor event felt a little flat, and I've spent the ride home from the store wondering if it was something about how I showed up.",Personalization,en,Personalization::41215
"I got through most of the report smoothly, but one part didn't go as planned, so by the end of a few hours I felt like none of it counted.",Black & White Thinking,en,Black & White Thinking::6933
"I made one mistake in the assignment, so the whole thing was a complete failure.",Black & White Thinking,en,Black & White Thinking::4471
"Everyone complimented my code, but my boss was quiet, so they must secretly hate it.",Mental Filter,en,Mental Filter::20525
"I wasn't invited to the reunion this time, and I've built an entire story in my head about why, without asking my partner.",Jumping to Conclusions,en,Jumping to Conclusions::46779
"There wasn't a clear right answer in the exam, which somehow made me feel like I'd already failed it completely.",Black & White Thinking,en,Black & White Thinking::10028
"I disagreed with my cousin, but we talked it out over an afternoon and came to an understanding.",No Distortion,en,No Distortion::48873
"I got mostly positive feedback on the design, but the single hesitant comment from my friend is the only one I can actually recall.",Mental Filter,en,Mental Filter::16282
I noticed my name mentioned quietly in the apartment and immediately assumed the worst about what was being said.,Jumping to Conclusions,en,Jumping to Conclusions::73426
"I keep holding myself to a version of this opportunity where I never make a single oversight, and falling short of that eats at me.",Should Statements,en,Should Statements::19440
"The trip had a lot of nice moments, but the one awkward part at school is the only thing I can file it under now.",Black & White Thinking,en,Black & White Thinking::48217
"I lost the match again, and it's hard not to feel like winning just isn't something that happens for me.",Overgeneralization,en,Overgeneralization::32132
"I keep holding myself to a version of this internship where I never make a single slip-up, and falling short of that eats at me.",Should Statements,en,Should Statements::19440
"Either I am the best at music, or there is no point trying at all.",Black & White Thinking,en,Black & White Thinking::92415
There's a scratch in the building that I noticed this evening. I lay awake running through everything that could go wrong because of it.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::70234
"I forgot an important date for my partner again this year. It's starting to feel like a pattern I can't break, no matter how much I try.",Overgeneralization,en,Overgeneralization::76483
"The day had plenty of wins at the gym, but there's one small thing about the cleanup that went wrong that I can't seem to let go of.",Mental Filter,en,Mental Filter::94752
"My roommate and I saw things differently about the concert, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"There's a heaviness I can't shake tonight in the basement, and I keep assuming it means something bad is coming to my standing at work.",Emotional Reasoning,en,Emotional Reasoning::82233
"I feel like I don't belong in this garage, and that feeling has quietly become the whole story I believe about myself here.",Emotional Reasoning,en,Emotional Reasoning::14706
"There's a heaviness I can't shake tonight in the basement, and I keep assuming it means something bad is coming to my future.",Emotional Reasoning,en,Emotional Reasoning::82233
"The interviewer's expression changed partway through my test, and I left work convinced I already know the outcome.",Jumping to Conclusions,en,Jumping to Conclusions::64888
"There's a version of how the wedding was 'supposed' to go, and tonight in the apartment I can't stop measuring reality against it.",Should Statements,en,Should Statements::52194
"The day had plenty of wins at the gym, but there's one small thing about the presentation that went wrong that I can't seem to let go of.",Mental Filter,en,Mental Filter::94752
The doctor mentioned my shoulder looked slightly dizzy on the scan. I spent the whole drive home assuming the worst.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::80783
"The report feedback was mostly encouraging, yet somehow it's the one line of critique that's occupying my whole evening at apartment.",Mental Filter,en,Mental Filter::49421
"The mood at the outdoor event felt a little flat, and I've spent the ride home from the airport wondering if it was something about how I showed up.",Personalization,en,Personalization::41215
The doctor mentioned my stomach looked slightly warm on the scan. I spent the whole drive home assuming the worst.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::80783
"I'm a little tired after the chore, so I'm going to take it easy in the apartment tonight and pick things back up tomorrow.",No Distortion,en,No Distortion::89305
"I got through most of the report without issue, but the one snag is what's stuck with me all an afternoon.",Mental Filter,en,Mental Filter::27925
"I got rejected from this promotion after preparing for a few hours, I will never get hired anywhere.",Overgeneralization,en,Overgeneralization::57729
"The anxiety before the test feels like a warning, so I've been treating it as one.",Emotional Reasoning,en,Emotional Reasoning::84470
"The results for the race haven't been posted yet, but I've already told myself how badly it's going to go.",Jumping to Conclusions,en,Jumping to Conclusions::71938
"My brother and their friend had a falling out recently, and I keep wondering if introducing them was the root of it.",Personalization,en,Personalization::99272
There's a flicker in the building that I noticed this evening. I lay awake running through everything that could go wrong because of it.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::70234
I noticed my name mentioned quietly in the basement and immediately assumed the worst about what was being said.,Jumping to Conclusions,en,Jumping to Conclusions::73426
I must always be productive with my report or I'm wasting my life.,Should Statements,en,Should Statements::56339
"I hold myself to never showing I'm struggling with the presentation, and today at work I couldn't keep that up.",Should Statements,en,Should Statements::11398
"My dad didn't reply to my text in a few hours, they must think I'm boring now.",Jumping to Conclusions,en,Jumping to Conclusions::76828
"There's a heaviness I can't shake tonight in the office, and I keep assuming it means something bad is coming to my livelihood.",Emotional Reasoning,en,Emotional Reasoning::82233
"My back felt weird for a second, this is going to be a total catastrophe.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::73941
The boss seemed distracted during our call about the proposal. I've been assuming it's about something I said last an afternoon.,Jumping to Conclusions,en,Jumping to Conclusions::48973
"Today at the clinic was a mix of good and less-good moments, and that feels pretty normal to me.",No Distortion,en,No Distortion::8927
"My sister snapped at me today, and it's made me think back to every other time someone's been short with me lately at the clinic.",Overgeneralization,en,Overgeneralization::96418
"If my dad doesn't support me completely, then it means they must avoid me entirely.",Black & White Thinking,en,Black & White Thinking::30690
"My dad took longer than usual to reply to my message, and I've decided that means something is wrong between us regarding the reunion.",Jumping to Conclusions,en,Jumping to Conclusions::50181
"My roommate and their friend had a falling out recently, and I keep wondering if introducing them was the root of it.",Personalization,en,Personalization::99272
"My sister pointed out one thing I could improve on the code, and I stopped seeing anything good in it after that.",Black & White Thinking,en,Black & White Thinking::24491
"I got through most of the cleanup without issue, but the one snag is what's stuck with me all a day.",Mental Filter,en,Mental Filter::27925
"I'm a little tired after the project, so I'm going to take it easy in the apartment tonight and pick things back up tomorrow.",No Distortion,en,No Distortion::89305
"My friend didn't react the way I expected after everything I did for them at the party, and I keep stewing over how unfair that feels.",Should Statements,en,Should Statements::70302
"I tripped in front of a group of people at the apartment today, and it's the third clumsy thing that's happened to me this a day alone.",Overgeneralization,en,Overgeneralization::30510
"The meeting isn't perfect, but I think it's in a solid place given the time we had.",No Distortion,en,No Distortion::96580
I skipped one workout this a few hours and I've been telling myself the whole an afternoon is a write-off.,Black & White Thinking,en,Black & White Thinking::73395
"The presentation came in under expectations, and even though several people worked on it, I keep centering the blame on my own part.",Personalization,en,Personalization::5241
"I didn't finish every item on my vacuuming list, so tonight feels like a wasted an afternoon even though I got most of it done.",Black & White Thinking,en,Black & White Thinking::76793
"The wedding didn't go as well as planned, and I keep going over my choices as if the whole thing rested on me.",Personalization,en,Personalization::21367
"I spent the an afternoon resting instead of working on the assignment, and I can't shake the feeling that I wasted the time.",Should Statements,en,Should Statements::10654
"The trip went well overall, but there's a small moment from it with my cousin that I keep replaying instead of anything else.",Mental Filter,en,Mental Filter::24053
"Almost everything about the trip to the clinic went smoothly, except for one hiccup that's somehow become the whole story I tell about it.",Mental Filter,en,Mental Filter::22174
"My mom didn't react the way I expected after everything I did for them at the concert, and I keep stewing over how unfair that feels.",Should Statements,en,Should Statements::70302
"My boss scheduled a meeting about the deal, they're definitely going to fire me.",Jumping to Conclusions,en,Jumping to Conclusions::85067
"My roommate yelled at me, people are always so resent towards me.",Overgeneralization,en,Overgeneralization::12447
"I keep thinking I need to have this all figured out by now, and not having answers about my future yet feels like falling behind some invisible schedule.",Should Statements,en,Should Statements::24806
The apartment creaked a little louder than usual tonight and I found myself Googling structural failures at 1am.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::81089
"It rained on our dinner, it's all my fault for planning it today.",Personalization,en,Personalization::69564
"I feel so hopeless about the presentation, so things will never get better.",Emotional Reasoning,en,Emotional Reasoning::12965
"I'm feeling a bit off today, so I'm planning a quieter a week and will check in with myself tomorrow.",No Distortion,en,No Distortion::89716
"I've had a knot in my stomach all a week about the audition, and it's hard not to take that as a sign of how it's going to go.",Emotional Reasoning,en,Emotional Reasoning::707
"I missed the deadline for this presentation, and looking back, deadlines have been a recurring struggle for me this whole a few hours.",Overgeneralization,en,Overgeneralization::66655
"The trip didn't go as well as planned, and I keep going over my choices as if the whole thing rested on me.",Personalization,en,Personalization::21367
The doctor mentioned my shoulder looked slightly cold on the scan. I spent the whole drive home assuming the worst.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::80783
"I hold myself to never showing I'm struggling with the chore, and today at the store I couldn't keep that up.",Should Statements,en,Should Statements::11398
I must always be productive with my cleanup or I'm wasting my life.,Should Statements,en,Should Statements::56339
"Everyone complimented my code, but my partner was quiet, so they must secretly hate it.",Mental Filter,en,Mental Filter::20525
"The mood at the concert felt a little flat, and I've spent the ride home from work wondering if it was something about how I showed up.",Personalization,en,Personalization::41215
"I feel disconnected from my cousin right now, which makes it hard to believe that anyone actually wants me around at the clinic.",Emotional Reasoning,en,Emotional Reasoning::185
"If this assignment fails, it will be an absolute mess and my standing at work is finished.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::40874
"My mom didn't react the way I expected after everything I did for them at the reunion, and I keep stewing over how unfair that feels.",Should Statements,en,Should Statements::70302
"The review for the budget review had nine positive comments and one suggestion, but all I can think about is that one criticism.",Mental Filter,en,Mental Filter::20061
"I feel guilty about wedding, so I must have done something truly terrible.",Emotional Reasoning,en,Emotional Reasoning::3964
"The wedding didn't go as smoothly as hoped, and I keep replaying my part in it, wondering what I could have done differently.",Personalization,en,Personalization::45663
"My dad didn't get the role they wanted, and somehow I've attached myself to the reasons why.",Personalization,en,Personalization::27345
Another outdoor event ended the same way the last one did. I'm starting to see a theme in how these things go for me and my brother.,Overgeneralization,en,Overgeneralization::45962
"The tournament results were solid, but I keep zeroing in on the single category where I placed lower.",Mental Filter,en,Mental Filter::3899
"My mom pointed out one thing I could improve on the essay, and I stopped seeing anything good in it after that.",Black & White Thinking,en,Black & White Thinking::24491
"The photo turned out differently than I first imagined, but I'm still glad I made it.",No Distortion,en,No Distortion::64917
"I disagreed with my roommate, but we talked it out over a week and came to an understanding.",No Distortion,en,No Distortion::48873
I sent the assignment update and haven't heard anything back yet. Part of me has already written the ending to this.,Jumping to Conclusions,en,Jumping to Conclusions::65531
"Today at work was a mix of good and less-good moments, and that feels pretty normal to me.",No Distortion,en,No Distortion::8927
"The train made a strange sound on the way to the airport, and now I can't stop imagining it breaking down somewhere dangerous.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::55063
"The review for the assignment had nine positive comments and one suggestion, but all I can think about is that one criticism.",Mental Filter,en,Mental Filter::20061
"My gut has been uneasy about the presentation all a week, and I've stopped questioning whether that unease is accurate.",Emotional Reasoning,en,Emotional Reasoning::98586
"If my roommate doesn't support me completely, then it means they must dislike me entirely.",Black & White Thinking,en,Black & White Thinking::30690
"My colleague has seemed a bit off this a week, and I've quietly started assuming I'm the reason.",Personalization,en,Personalization::92773
My wrist has felt a bit cold since this morning. I keep picturing the worst-case scenario in the kitchen.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::34768
"There's a heaviness I can't shake tonight in the apartment, and I keep assuming it means something bad is coming to my career.",Emotional Reasoning,en,Emotional Reasoning::82233
"My friend pointed out one thing I could improve on the design, and I stopped seeing anything good in it after that.",Black & White Thinking,en,Black & White Thinking::24491
This is the second meeting in a row that didn't go anywhere. I'm starting to wonder if this is just how it's going to keep going for my future.,Overgeneralization,en,Overgeneralization::92430
"If my partner doesn't love me completely, then it means they must avoid me entirely.",Black & White Thinking,en,Black & White Thinking::30690
"I made a mistake in the pitch, but I corrected it and my manager said it was fine.",No Distortion,en,No Distortion::71861
"I didn't finish every item on my dishes list, so tonight feels like a wasted an afternoon even though I got most of it done.",Black & White Thinking,en,Black & White Thinking::76793
The cousin closed the door to their office right as I walked past. I've already decided what that means for my job.,Jumping to Conclusions,en,Jumping to Conclusions::70489
"I got through most of the report smoothly, but one part didn't go as planned, so by the end of a week I felt like none of it counted.",Black & White Thinking,en,Black & White Thinking::6933
"The audition results were solid, but I keep zeroing in on the single category where I placed lower.",Mental Filter,en,Mental Filter::3899
"I keep holding myself to a version of this job where I never make a single typo, and falling short of that eats at me.",Should Statements,en,Should Statements::19440
"My cousin didn't reply to my text in a day, they must think I'm difficult now.",Jumping to Conclusions,en,Jumping to Conclusions::76828
"I wasn't invited to the concert this time, and I've built an entire story in my head about why, without asking my sister.",Jumping to Conclusions,en,Jumping to Conclusions::46779
"There's a heaviness I can't shake tonight in the office, and I keep assuming it means something bad is coming to my reputation.",Emotional Reasoning,en,Emotional Reasoning::82233
"My cousin took longer than usual to reply to my message, and I've decided that means something is wrong between us regarding the concert.",Jumping to Conclusions,en,Jumping to Conclusions::50181
"The results for the tournament haven't been posted yet, but I've already told myself how badly it's going to go.",Jumping to Conclusions,en,Jumping to Conclusions::71938
"My arm felt sore for a second, this is going to be a total catastrophe.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::73941
"My sister didn't react the way I expected after everything I did for them at the wedding, and I keep stewing over how unfair that feels.",Should Statements,en,Should Statements::70302
"There wasn't a clear right answer in the presentation, which somehow made me feel like I'd already failed it completely.",Black & White Thinking,en,Black & White Thinking::10028
"My cousin handled the reunion differently than I would have, and it's been bothering me all a few hours that they didn't do it 'right.'",Should Statements,en,Should Statements::57704
"I spent the a day resting instead of working on the report, and I can't shake the feeling that I wasted the time.",Should Statements,en,Should Statements::10654
"I tripped in front of a group of people at the building today, and it's the third clumsy thing that's happened to me this a day alone.",Overgeneralization,en,Overgeneralization::30510
"I feel like a fraud at work, so I must actually be bad at my promotion.",Emotional Reasoning,en,Emotional Reasoning::21998
"I hold myself to never showing I'm struggling with the recipe, and today at work I couldn't keep that up.",Should Statements,en,Should Statements::11398
My wrist has felt a bit numb since this morning. I keep picturing the worst-case scenario in the building.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::34768
"I feel disconnected from my brother right now, which makes it hard to believe that anyone actually wants me around at the airport.",Emotional Reasoning,en,Emotional Reasoning::185
"My colleague and I saw things differently about the outdoor event, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"The fish hasn't been eating well at office, and I've been wondering what I might have changed that caused it.",Personalization,en,Personalization::10998
"My brother has seemed a bit off this an afternoon, and I've quietly started assuming I'm the reason.",Personalization,en,Personalization::92773
"I got mostly positive feedback on the presentation, but the single hesitant comment from my colleague is the only one I can actually recall.",Mental Filter,en,Mental Filter::16282
"I'm a little tired after the assignment, so I'm going to take it easy in the kitchen tonight and pick things back up tomorrow.",No Distortion,en,No Distortion::89305
"The laptop stopped working right when I needed it most for the proposal, just like the last three things I've relied on.",Overgeneralization,en,Overgeneralization::93974
"There's a heaviness I can't shake tonight in the house, and I keep assuming it means something bad is coming to my livelihood.",Emotional Reasoning,en,Emotional Reasoning::82233
I noticed my name mentioned quietly in the garage and immediately assumed the worst about what was being said.,Jumping to Conclusions,en,Jumping to Conclusions::73426
"I won the audition, but I didn't beat my personal best, so it was a failure performance.",Mental Filter,en,Mental Filter::6543
"The scooter made a strange sound on the way to work, and now I can't stop imagining it breaking down somewhere dangerous.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::55063
"The hamster hasn't been eating well at office, and I've been wondering what I might have changed that caused it.",Personalization,en,Personalization::10998
"I wasn't invited to the concert this time, and I've built an entire story in my head about why, without asking my colleague.",Jumping to Conclusions,en,Jumping to Conclusions::46779
The doctor mentioned my knee looked slightly sore on the scan. I spent the whole drive home assuming the worst.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::80783
"I missed the deadline for this project, and looking back, deadlines have been a recurring struggle for me this whole a day.",Overgeneralization,en,Overgeneralization::66655
I noticed my name mentioned quietly in the house and immediately assumed the worst about what was being said.,Jumping to Conclusions,en,Jumping to Conclusions::73426
"My dad disagreed with me on one small thing about the reunion, and for the rest of the conversation I felt like we were on completely different sides.",Black & White Thinking,en,Black & White Thinking::69228
"My friend pointed out one thing I could improve on the essay, and I stopped seeing anything good in it after that.",Black & White Thinking,en,Black & White Thinking::24491
This is the second performance review in a row that didn't go anywhere. I'm starting to wonder if this is just how it's going to keep going for my standing at work.,Overgeneralization,en,Overgeneralization::92430
"My brother yelled at me, people are always so reject towards me.",Overgeneralization,en,Overgeneralization::12447
Someone at school coughed near me and I've already started planning for being seriously ill by next week.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::29484
"The fish hasn't been eating well at house, and I've been wondering what I might have changed that caused it.",Personalization,en,Personalization::10998
"Something about today's dinner just feels off, and I've been treating that feeling like solid proof that something is actually wrong.",Emotional Reasoning,en,Emotional Reasoning::58616
"I disagreed with my partner, but we talked it out over a day and came to an understanding.",No Distortion,en,No Distortion::48873
"The deal feedback was mostly encouraging, yet somehow it's the one line of critique that's occupying my whole evening at basement.",Mental Filter,en,Mental Filter::49421
"If my sister doesn't support me completely, then it means they must resent me entirely.",Black & White Thinking,en,Black & White Thinking::30690
I must always be productive with my recipe or I'm wasting my life.,Should Statements,en,Should Statements::56339
"Everyone complimented my essay, but my friend was quiet, so they must secretly hate it.",Mental Filter,en,Mental Filter::20525
"I feel like I don't belong in this apartment, and that feeling has quietly become the whole story I believe about myself here.",Emotional Reasoning,en,Emotional Reasoning::14706
I know I'm going to bomb this meeting no matter how much I study.,Jumping to Conclusions,en,Jumping to Conclusions::84865
"My friend snapped at me today, and it's made me think back to every other time someone's been short with me lately at the store.",Overgeneralization,en,Overgeneralization::96418
"The laptop stopped working right when I needed it most for the report, just like the last three things I've relied on.",Overgeneralization,en,Overgeneralization::93974
"I got mostly positive feedback on the essay, but the single hesitant comment from my boss is the only one I can actually recall.",Mental Filter,en,Mental Filter::16282
"I've had a knot in my stomach all a week about the exam, and it's hard not to take that as a sign of how it's going to go.",Emotional Reasoning,en,Emotional Reasoning::707
"I got some unexpected news about my pitch today, and my mind immediately jumped to losing everything over it.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::22494
"My partner and I saw things differently about the gathering, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
"The interviewer's expression changed partway through my audition, and I left work convinced I already know the outcome.",Jumping to Conclusions,en,Jumping to Conclusions::64888
"My team lost the audition, it's entirely my fault for missing that one play during a day.",Personalization,en,Personalization::63226
"I hold myself to never showing I'm struggling with the chore, and today at work I couldn't keep that up.",Should Statements,en,Should Statements::11398
"It rained on our outdoor event, it's all my fault for planning it today.",Personalization,en,Personalization::69564
"There's a heaviness I can't shake tonight in the garage, and I keep assuming it means something bad is coming to my career.",Emotional Reasoning,en,Emotional Reasoning::82233
"I'm a little tired after the report, so I'm going to take it easy in the basement tonight and pick things back up tomorrow.",No Distortion,en,No Distortion::89305
I know I'm going to bomb this interview no matter how much I rehearse.,Jumping to Conclusions,en,Jumping to Conclusions::84865
"I felt nervous before the performance review, so I gave myself some time to prepare and it went reasonably well.",No Distortion,en,No Distortion::29632
"I tripped in front of a group of people at the house today, and it's the third clumsy thing that's happened to me this a week alone.",Overgeneralization,en,Overgeneralization::30510
"There's a heaviness I can't shake tonight in the house, and I keep assuming it means something bad is coming to my future.",Emotional Reasoning,en,Emotional Reasoning::82233
"My cousin disagreed with me on one small thing about the reunion, and for the rest of the conversation I felt like we were on completely different sides.",Black & White Thinking,en,Black & White Thinking::69228
The boss seemed distracted during our call about the assignment. I've been assuming it's about something I said last an afternoon.,Jumping to Conclusions,en,Jumping to Conclusions::48973
Two people were talking quietly by the office and glanced over. I spent the rest of the a few hours assuming it was about me.,Jumping to Conclusions,en,Jumping to Conclusions::68654
"I've had a knot in my stomach all a few hours about the audition, and it's hard not to take that as a sign of how it's going to go.",Emotional Reasoning,en,Emotional Reasoning::707
"Nothing about today's party went the way I planned, and lately it feels like that's just become the norm.",Overgeneralization,en,Overgeneralization::69207
"I got some unexpected news about my code today, and my mind immediately jumped to losing everything over it.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::22494
"My partner pointed out one thing I could improve on the song, and I stopped seeing anything good in it after that.",Black & White Thinking,en,Black & White Thinking::24491
"I'm a little tired after the cleanup, so I'm going to take it easy in the house tonight and pick things back up tomorrow.",No Distortion,en,No Distortion::89305
"I feel disconnected from my colleague right now, which makes it hard to believe that anyone actually wants me around at school.",Emotional Reasoning,en,Emotional Reasoning::185
"It rained on our party, it's all my fault for planning it today.",Personalization,en,Personalization::69564
My colleague was quieter than usual at dinner. I've been replaying the last a week trying to figure out what I did wrong at garage.,Jumping to Conclusions,en,Jumping to Conclusions::98322
"I ate one thing off my usual routine today, and somehow that turned into skipping the rest of the day's plan for my laundry entirely.",Black & White Thinking,en,Black & White Thinking::89303
"The interviewer's expression changed partway through my test, and I left the airport convinced I already know the outcome.",Jumping to Conclusions,en,Jumping to Conclusions::64888
"The day had plenty of wins at the store, but there's one small thing about the presentation that went wrong that I can't seem to let go of.",Mental Filter,en,Mental Filter::94752
"I feel so hopeless about the assignment, so things will never get better.",Emotional Reasoning,en,Emotional Reasoning::12965
"I spent the a day resting instead of working on the cleanup, and I can't shake the feeling that I wasted the time.",Should Statements,en,Should Statements::10654
One creak in the office and I'm sure the whole thing is going to collapse.,Magnification and Catastrophizing,en,Magnification and Catastrophizing::33238
"The printer stopped working right when I needed it most for the code, just like the last three things I've relied on.",Overgeneralization,en,Overgeneralization::93974
"It rained on our gathering, it's all my fault for planning it today.",Personalization,en,Personalization::69564
"I'm a little tired after the chore, so I'm going to take it easy in the kitchen tonight and pick things back up tomorrow.",No Distortion,en,No Distortion::89305
"My boss scheduled a meeting about the budget review, they're definitely going to let go me.",Jumping to Conclusions,en,Jumping to Conclusions::85067
"My partner and I saw things differently about the outdoor event, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
This is the second presentation in a row that didn't go anywhere. I'm starting to wonder if this is just how it's going to keep going for my livelihood.,Overgeneralization,en,Overgeneralization::92430
"If my partner doesn't support me completely, then it means they must reject me entirely.",Black & White Thinking,en,Black & White Thinking::30690
"I tripped in front of a group of people at the office today, and it's the third clumsy thing that's happened to me this an afternoon alone.",Overgeneralization,en,Overgeneralization::30510
"The dog hasn't been eating well at house, and I've been wondering what I might have changed that caused it.",Personalization,en,Personalization::10998
"My boss took longer than usual to reply to my message, and I've decided that means something is wrong between us regarding the party.",Jumping to Conclusions,en,Jumping to Conclusions::50181
"The phone stopped working right when I needed it most for the proposal, just like the last three things I've relied on.",Overgeneralization,en,Overgeneralization::93974
"The game results were solid, but I keep zeroing in on the single category where I placed lower.",Mental Filter,en,Mental Filter::3899
"It's been a while since the gathering, and I keep expecting myself to have moved past it by now.",Should Statements,en,Should Statements::42340
"The car made a strange sound on the way to the clinic, and now I can't stop imagining it breaking down somewhere dangerous.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::55063
"My gut has been uneasy about the deal all an afternoon, and I've stopped questioning whether that unease is accurate.",Emotional Reasoning,en,Emotional Reasoning::98586
My brother was quieter than usual at dinner. I've been replaying the last an afternoon trying to figure out what I did wrong at garage.,Jumping to Conclusions,en,Jumping to Conclusions::98322
"I missed the deadline for this project, and looking back, deadlines have been a recurring struggle for me this whole a week.",Overgeneralization,en,Overgeneralization::66655
"I didn't get the promotion, which is a disappointment, but I'll keep applying.",No Distortion,en,No Distortion::19129
"My mom didn't get the internship they wanted, and somehow I've attached myself to the reasons why.",Personalization,en,Personalization::27345
"I spent the a few hours resting instead of working on the project, and I can't shake the feeling that I wasted the time.",Should Statements,en,Should Statements::10654
I must always be productive with my assignment or I'm wasting my life.,Should Statements,en,Should Statements::56339
"My partner didn't reply to my text in a few hours, they must think I'm too much now.",Jumping to Conclusions,en,Jumping to Conclusions::76828
"My neck felt weird for a second, this is going to be a total catastrophe.",Magnification and Catastrophizing,en,Magnification and Catastrophizing::73941
"Things felt tense at the party today, and I've quietly taken on responsibility for the whole atmosphere.",Personalization,en,Personalization::30537
"I wasn't invited to the gathering this time, and I've built an entire story in my head about why, without asking my sister.",Jumping to Conclusions,en,Jumping to Conclusions::46779
"The laptop stopped working right when I needed it most for the deal, just like the last three things I've relied on.",Overgeneralization,en,Overgeneralization::93974
"My cousin and I saw things differently about the reunion, but we were able to talk it through calmly.",No Distortion,en,No Distortion::22731
Another wedding ended the same way the last one did. I'm starting to see a theme in how these things go for me and my dad.,Overgeneralization,en,Overgeneralization::45962
"My friend yelled at me, people are always so reject towards me.",Overgeneralization,en,Overgeneralization::12447
"I forgot an important date for my cousin again this year. It's starting to feel like a pattern I can't break, no matter how much I try.",Overgeneralization,en,Overgeneralization::76483
"I should be over this outdoor event by now, there's something wrong with me for still feeling this way after a few hours.",Should Statements,en,Should Statements::63563
"Something in me feels certain the race will go badly, even though I can't point to a single real reason why.",Emotional Reasoning,en,Emotional Reasoning::8945
"I feel like I don't belong in this building, and that feeling has quietly become the whole story I believe about myself here.",Emotional Reasoning,en,Emotional Reasoning::14706
"I got through most of the chore smoothly, but one part didn't go as planned, so by the end of a few hours I felt like none of it counted.",Black & White Thinking,en,Black & White Thinking::6933
"The game didn't go my way this time, but I can see a few things I'll try differently next time.",No Distortion,en,No Distortion::84276
"My gut has been uneasy about the project all an afternoon, and I've stopped questioning whether that unease is accurate.",Emotional Reasoning,en,Emotional Reasoning::98586
"My mom snapped at me today, and it's made me think back to every other time someone's been short with me lately at the gym.",Overgeneralization,en,Overgeneralization::96418
I sent the presentation update and haven't heard anything back yet. Part of me has already written the ending to this.,Jumping to Conclusions,en,Jumping to Conclusions::65531
"I got mostly positive feedback on the photo, but the single hesitant comment from my brother is the only one I can actually recall.",Mental Filter,en,Mental Filter::16282
"I disagreed with my friend, but we talked it out over a few hours and came to an understanding.",No Distortion,en,No Distortion::48873
"I ate one thing off my usual routine today, and somehow that turned into skipping the rest of the day's plan for my cooking entirely.",Black & White Thinking,en,Black & White Thinking::89303
"My roommate didn't get the opportunity they wanted, and somehow I've attached myself to the reasons why.",Personalization,en,Personalization::27345
"My mom didn't react the way I expected after everything I did for them at the trip, and I keep stewing over how unfair that feels.",Should Statements,en,Should Statements::70302
"The interviewer's expression changed partway through my performance review, and I left the store convinced I already know the outcome.",Jumping to Conclusions,en,Jumping to Conclusions::64888
"The concert had a lot of nice moments, but the one awkward part at the airport is the only thing I can file it under now.",Black & White Thinking,en,Black & White Thinking::48217
"My boss disagreed with me on one small thing about the outdoor event, and for the rest of the conversation I felt like we were on completely different sides.",Black & White Thinking,en,Black & White Thinking::69228
"My friend said a lot of kind things today, but there's one offhand remark that's the only part I can remember clearly.",Mental Filter,en,Mental Filter::14089
"The mood at the reunion felt a little flat, and I've spent the ride home from school wondering if it was something about how I showed up.",Personalization,en,Personalization::41215
"The report feedback was mostly encouraging, yet somehow it's the one line of critique that's occupying my whole evening at garage.",Mental Filter,en,Mental Filter::49421
"My boss scheduled a meeting about the budget review, they're definitely going to reprimand me.",Jumping to Conclusions,en,Jumping to Conclusions::85067
"There's a version of how the outdoor event was 'supposed' to go, and tonight in the basement I can't stop measuring reality against it.",Should Statements,en,Should Statements::52194
Two people were talking quietly by the building and glanced over. I spent the rest of the a week assuming it was about me.,Jumping to Conclusions,en,Jumping to Conclusions::68654
"My colleague pointed out one thing I could improve on the design, and I stopped seeing anything good in it after that.",Black & White Thinking,en,Black & White Thinking::24491
"My colleague pointed out one thing I could improve on the meal, and I stopped seeing anything good in it after that.",Black & White Thinking,en,Black & White Thinking::24491
