text,distortion_label,language
I've started questioning whether my presence actually makes a difference in our group projects.,Personalization,en
"In hindsight, maybe we didn't plan well enough for this outcome. However, there are ways to adapt and improve moving forward.",No Distortion,en
"What if the new policy affects not just me, but my entire business? The thought of losing everything is terrifying.",Magnification and Catastrophizing,en
Her mom's always complaining about something; she must be driving her crazy too.,Jumping to Conclusions,en
"""It's like my mom said: 'Life is full of ups and downs. You can't control the weather, but you can wear sunscreen.'",No Distortion,en
"Just because someone smiles and says 'good morning' doesn't mean everything is fine, does it?",Jumping to Conclusions,en
"If I get fired, how will I pay for rent? I'll have to move back in with my parents and deal with their drama.",Magnification and Catastrophizing,en
"When people start whispering in meetings, I just know they're talking about me or gossiping behind my back.",Jumping to Conclusions,en
"I've been in this relationship for five years, and we're still at square one. Nothing ever changes.",Black & White Thinking,en
"I'm sure my team is secretly planning something without telling me, just like they did last time.",Jumping to Conclusions,en
"'Should've done this differently.' That's all I can think about now. Like, if only I'd made one tiny change...",Overgeneralization,en
I overheard them talking about how our team underperformed. What did I do to let everyone down?,Personalization,en
I feel like I'm stuck in a rut and can't seem to get out of this cycle of negative thoughts. Maybe I need to dig deeper.,Emotional Reasoning,en
"Looking back on my first few months at this new job, there were definitely some growing pains – especially when it came to communication with colleagues.",No Distortion,en
"I try to remind myself that it's okay not to be perfect. But somehow, those words don't translate into actions very well.",Black & White Thinking,en
I've been thinking about my relationships lately and realizing that they're all unique and complex. There's no one-size-fits-all approach to being a good partner or friend.,No Distortion,en
"If my phone dies on me now, I'll never be able to contact anyone in an emergency. What if something terrible happens?",Magnification and Catastrophizing,en
"Our wedding day was perfect, but the next day, my partner seemed distant and upset. Was it something I did or said during the celebration?",Personalization,en
"I overheard my colleagues talking about our project, and their tone made it sound like we're doing something fundamentally wrong.",Personalization,en
"Today's conversation with my boss felt like a repeat of every other meeting. I'm stuck in this rut, always being reminded of what I'm doing wrong.",Overgeneralization,en
"I'm worried that if I don't keep up with the latest trends, I'll be left behind and people will think less of me.",Should Statements,en
"I feel like every time I make a decision without consulting someone else, they end up getting upset or hurt. Maybe if I was more considerate, things would go smoother.",Overgeneralization,en
"Sometimes I feel a knot in my stomach before big presentations, and I'm sure something will go wrong.",Jumping to Conclusions,en
Why do some people seem to effortlessly handle setbacks while I become crippled by them?,Mental Filter,en
My friend hasn't called me back yet. Maybe it's because I asked for advice on our last conversation?,Personalization,en
"Why do I even bother going to social gatherings? It's just torture watching everyone else have fun while I'm stuck on the periphery, feeling like a total failure.",Overgeneralization,en
"""I remember what my friend said: 'It's not about winning or losing; it's how we play the game.' That's stuck with me ever since.""",No Distortion,en
"'You're so lucky,' people say to me after every small success. Maybe it's time to redefine what luck means in my life.",Emotional Reasoning,en
"Ugh, why do these setbacks always happen when I need them most? It's like the universe is just conspiring against me.",Overgeneralization,en
Why do some days just feel like a battle against myself to get out of bed and face the world?,Emotional Reasoning,en
"She just smiled politely when I mentioned my idea, but deep down she must think I'm crazy.",Black & White Thinking,en
"I keep replaying those moments where I felt truly alive, wondering why they don't happen as often anymore. Maybe it's time to seek them out.",Emotional Reasoning,en
"""If I don't get this promotion, my career is over."" Why am I thinking this? What evidence do I have that it's a foregone conclusion?",Jumping to Conclusions,en
"""I feel like I've been running on empty for so long now. Am I just exhausting myself with no real end in sight?""",Emotional Reasoning,en
"I felt like I was walking on air when my business partner agreed to our proposal, but it all fell apart when they asked for 'some minor changes'. Now it's a lost cause. I'm done with this project.",Black & White Thinking,en
"People keep telling me to 'stay positive,' but what even is that? It sounds like a recipe for disaster – just ignore reality and pretend everything's fine.",Overgeneralization,en
My sister doesn't like my cooking anymore. Has something changed between us?,Personalization,en
"If only I could shake this feeling of insecurity, things would get better. But until then, I guess nothing will ever change.",Emotional Reasoning,en
This stupid rainstorm ruined my entire day. Stuck in traffic for hours... and now my shoes are soaked. Just great.,Overgeneralization,en
"When I see the mess in my room, I think maybe if I cleaned up more often, this wouldn't be such a problem.",Personalization,en
"Every time I try something new, it ends in disaster. Maybe I'm just not cut out for this whole adulting thing.",Magnification and Catastrophizing,en
"It was tough saying no to that invitation – but in the end, prioritizing my own needs felt right.",No Distortion,en
My sister-in-law is being really secretive about her new project and now I'm worried she's hiding something from us.,Jumping to Conclusions,en
"If I don't get that promotion, I'll never be able to afford a house. And then where will I be? Struggling forever.",Magnification and Catastrophizing,en
"""I'm definitely going to get fired if I don't meet this deadline."" What evidence do I have that it's a certainty?",Jumping to Conclusions,en
The thought of going back to school makes my throat constrict – what if I'm not good enough? What if I fail?,Emotional Reasoning,en
"If only I'd studied harder, I might have gotten a better grade on the test. But what if I had put in all that extra effort and still not done well?",No Distortion,en
"If my friend cancels plans at the last minute, they're not thinking about me and are probably just taking advantage of our friendship.",Magnification and Catastrophizing,en
"The news about climate change is scary, but so are a lot of things. What can we do, though, besides feeling overwhelmed and giving up?",No Distortion,en
"As soon as my friend disagreed with my opinion, I felt like I'd failed in some way. Like, what even was the point of sharing it?",Black & White Thinking,en
I remember what he said: 'You're not living up to your potential if you don't try harder.',Should Statements,en
The way Sarah's eyes flickered when I mentioned our project could mean she's losing interest.,Jumping to Conclusions,en
It feels like everyone is expecting more from me than I'm capable of delivering.,Should Statements,en
My neighbor always complains about the noise from our house. Is it just an excuse for something deeper?,Jumping to Conclusions,en
"She was nice to me for a week, but then she stopped calling. Maybe I'm not worthy of friends.",Overgeneralization,en
"Sometimes when things don't go my way, I try to find the lesson in it – even if it's just 'don't do that next time.'",No Distortion,en
What if people really are as shallow as they seem? Maybe I'm just being naive about human nature.,Overgeneralization,en
"Sometimes, when I see people thriving in their careers or relationships, I feel like I'm stuck in neutral. Is there a way to shift gears?",Emotional Reasoning,en
"Why do I always feel guilty after arguing with someone? Maybe it's because deep down, I think I'm somehow responsible for their pain.",Overgeneralization,en
"Today, my friend didn't call me back right away, so I assumed she was busy with something more important than talking to me.",Black & White Thinking,en
"That conversation with Sarah still haunts me. She said I was being overly dramatic; maybe she's right.""",Emotional Reasoning,en
Every time I see a news headline about someone getting into trouble for not paying their taxes on time... I'm pretty sure I'll get audited next.,Jumping to Conclusions,en
This ache in my muscles is killing me. What if it's a sign that I'm getting sick?,Magnification and Catastrophizing,en
My friend cancelled plans at the last minute again. What did I do wrong?,Personalization,en
"""When my sister argued with me about our differing opinions, we both said things we regretted. We apologized and moved on.",No Distortion,en
What if my health insurance doesn't cover the surgery? My whole life could be ruined by this one decision.,Magnification and Catastrophizing,en
"I'm worried that if I don't keep up appearances, people will think less of me.",Should Statements,en
I keep thinking about what would happen if my car breaks down on the highway... it's a nightmare scenario.,Magnification and Catastrophizing,en
"When I'm at a party, and people are laughing and having fun, it feels like I'm the only one who's not invited to the joke.",Jumping to Conclusions,en
I hate walking into meetings not knowing what I'm getting myself into.,Jumping to Conclusions,en
"I tried to join a social club, but they rejected me. Guess that's what happens when you're not good enough for anything.",Overgeneralization,en
"Every time I go out with my friends, something goes awry. We get stuck in traffic or the restaurant runs out of food. This is ridiculous.",Black & White Thinking,en
I got a weird vibe from Alex at the party last night. Now I'm wondering if he's secretly annoyed with me.,Jumping to Conclusions,en
"Why do I always feel like I'm walking on eggshells around my family? Maybe it's because deep down, I think we're all just waiting for the other shoe to drop.",Overgeneralization,en
"When someone expresses dissatisfaction with our team's performance, I think about all the times we've disappointed them and wonder if it's a pattern of failure I've created.",Personalization,en
"""My partner's lack of enthusiasm for our anniversary celebration is all that comes to mind when I think about the day.""",Mental Filter,en
"If my car breaks down again, I'll be stuck with a huge repair bill. Maybe it's just not meant to be mine.",Magnification and Catastrophizing,en
"I remember saying to myself last week, 'You'll never get this promotion if you don't work harder.'",Should Statements,en
Can't believe how far we've fallen. This is all because of me.,Black & White Thinking,en
"It's like I have two voices arguing inside my head: one says 'just be yourself,' but the other insists on presenting an image of perfection to avoid rejection.",Overgeneralization,en
I keep thinking about past hurts and wondering why people don't treat me better. Maybe it's time to focus on the present.,Emotional Reasoning,en
"My friend told me, 'If you don't learn to play nice with others in the office, you'll never get ahead.' But why can't I just be myself?",Jumping to Conclusions,en
"Today at work, a coworker pointed out an error in my report. At first, I felt embarrassed, but then I thought about the feedback as an opportunity to improve my work.",No Distortion,en
"Every time my partner and I disagree, it feels like the end of our relationship. Why can't we ever just see eye to eye?",Overgeneralization,en
I'm still thinking about the breakup with my ex. It's funny how something that seemed so intense and important at the time now feels like just another experience in life.,No Distortion,en
"I had an argument with my brother last night, and it took us a while to calm down. But we eventually talked through our issues and agreed to disagree.",No Distortion,en
The way he said goodbye made me feel guilty for some reason. Was it something specific or just my own imagination?,Personalization,en
I got a C- on that exam. What even is the point of studying?,Black & White Thinking,en
"After the argument with my best friend, I started questioning whether we're truly compatible or if we'll just end up hurting each other in the long run.",Overgeneralization,en
My anxiety is spiking just thinking about the meeting today. What if something goes wrong and it's all because of me?,Jumping to Conclusions,en
"The sound of my neighbor's music is driving me crazy, they're so insensitive.",Magnification and Catastrophizing,en
"""Taking on too much work at once wasn't a disaster. It just meant prioritizing tasks more carefully and asking for help when needed.",No Distortion,en
I had a nightmare about failing an exam. Guess that's what I'll actually do.,Overgeneralization,en
"""That one time I made a mistake at work was catastrophic... maybe it still is.""",Emotional Reasoning,en
"When I think back on the exam, I remember feeling anxious but also somewhat prepared. Maybe I overestimated how much time I'd need, but at least I knew what to expect.",No Distortion,en
Just had a fight with my partner. Now every little thing they say or do feels like an assault on my self-worth.,Overgeneralization,en
"""Some days, my anxiety feels so intense, like it's swallowing me whole. Maybe that's just how anxiety works.""",Emotional Reasoning,en
"The coffee shop ran out of my favorite drink, what's the point of even going there?",Magnification and Catastrophizing,en
I remember the time I accidentally hurt someone's feelings without realizing it; now every interaction feels like a minefield.,Personalization,en
"After getting into an argument with my coworker, I started thinking about all the past conflicts we've had. Maybe it's just a pattern of mine.",Overgeneralization,en
"When I'm struggling with self-doubt, my friend reminds me that everyone has their own struggles and fears. It doesn't make mine any less real or valid – but maybe it puts things into perspective?",No Distortion,en
"If only I'd been more assertive, maybe our conversation would've gone differently. Or was it just me being overbearing?",Personalization,en
"In retrospect, maybe that job offer wasn't as great as it seemed at first glance. Maybe it would've been a bad fit after all.",No Distortion,en
"Today, I woke up feeling stuck. Stuck in this life, stuck with these thoughts... maybe it's just a sign that everything is falling apart.",Emotional Reasoning,en
"When things get tough, I remind myself that it's normal – everyone faces challenges. Maybe it's not about the struggles themselves but how we respond to them.",No Distortion,en
"I keep thinking about that one bad review on social media, what if more people see it?",Magnification and Catastrophizing,en
The job interview went perfectly until the last question – then they asked something that totally caught me off guard. Now I'm sure I messed up.,Black & White Thinking,en
The new policy at work has me feeling anxious about my performance and wondering if I'm truly up to the task.,Personalization,en
My cat's been getting sick more often lately. Is something wrong with our house or environment? Maybe we need to move.,Magnification and Catastrophizing,en
"Sometimes I wonder why I even try to improve myself. It's all just a facade, isn't it? Nothing ever really changes.",Black & White Thinking,en
"In a conversation with a friend, she said I'm too sensitive. Maybe she's right – that would explain why everything feels like an attack.",Emotional Reasoning,en
"In the midst of this difficult conversation, I remembered why relationships like ours matter: for all the tough times and happy moments alike.",No Distortion,en
"Every time my partner leaves the house, they say 'be careful'... is that code for something's going to go wrong?",Jumping to Conclusions,en
"""I just know this is going to be the worst day ever."" What if it's actually one of the best days of my life?",Jumping to Conclusions,en
"Sometimes, when I see people laughing and having fun, I feel like an outsider looking in. Is it possible to break free from these feelings?",Emotional Reasoning,en
"I've been feeling really anxious lately, and I wonder if it's all because of the project I'm working on. Did I take on too much responsibility?",Personalization,en
Why do I keep running into people who seem more successful than me? What's wrong with my life plan?,Overgeneralization,en
"""What's the point of even trying?"" my mind keeps whispering. 'I'll never be good enough.'",Overgeneralization,en
I hate it when my mom calls me and asks where I am. It makes me feel like she doesn't trust me.,Jumping to Conclusions,en
"Every time I see her, she seems distracted; maybe something's bothering her.",Jumping to Conclusions,en
It's getting harder for me to trust my own decisions. Maybe I'm just not cut out for this adulting thing.,Overgeneralization,en
"If only I had done things differently in college, I would be in a much better place now.",Should Statements,en
Their body language says it all - they don't want me there.,Jumping to Conclusions,en
"Whenever someone says they need to 'think about it' after a meeting, my mind starts racing with worst-case scenarios.",Jumping to Conclusions,en
I've been noticing how certain smells trigger anxiety – like when walking past that particular coffee shop near my old school.,Overgeneralization,en
"I keep checking my phone for messages from her; if she didn't respond, it means she doesn't care.",Jumping to Conclusions,en
"""That one person's negative review on social media has me questioning the legitimacy of our product's success.""",Mental Filter,en
I feel so ashamed after seeing her text message. Maybe she's right – maybe this is all because of me.,Personalization,en
"The way the sun was shining on my face today... it was like a sign from above, warning me of impending doom.",Jumping to Conclusions,en
Her constant need for reassurance is draining. It feels like she's shouldering all the emotional weight of our relationship.,Should Statements,en
Every single one of my exes has cheated on me in the end. What's wrong with me? Is it something I do?,Overgeneralization,en
I shouldn't have let things get this far before speaking up.,Should Statements,en
"""I keep replaying my professor's single piece of feedback on my paper and beating myself up over it.""",Mental Filter,en
Why do I always feel overwhelmed by small tasks? It's as if each one is another brick added to the wall of my inadequacy.,Overgeneralization,en
I feel like my heart is heavy with anxiety after every major life change. Maybe it's time to learn how to breathe through these moments.,Emotional Reasoning,en
"Just thinking about all the things I could've done differently in that situation makes me feel sick. Like, what even was my brain thinking?",Black & White Thinking,en
"Why does every conversation with my mom turn into an argument? Did I do something wrong again, or am I just being too sensitive?",Personalization,en
"If I don't get accepted into that graduate program, I'll be stuck in this dead-end job forever.",Black & White Thinking,en
"Every failure, no matter how small, feels like it sets back everything I've worked towards. Like, what's the point of even trying?",Black & White Thinking,en
Why do I always feel like I'm walking on eggshells around her? It's like she's waiting for me to slip up so she can pounce.,Jumping to Conclusions,en
My mind keeps replaying the argument with my sibling. It's like they're still yelling at me... maybe we'll never forgive each other.,Emotional Reasoning,en
"If I don't make these changes right now, my life will spiral completely out of control. What if it's too late?",Magnification and Catastrophizing,en
"Sometimes, when I'm looking at old photos, I feel like I've lost touch with who I used to be. Is it normal to feel this disconnected from my past?",Emotional Reasoning,en
"Today's conversation with my sibling was tough to navigate, but we managed to talk through it without escalating the issue.",No Distortion,en
"Todays' anxiety attacks make me think about how my body is constantly on edge, like a tightrope waiting to snap.",Emotional Reasoning,en
I'm starting to think I'm just not cut out for this project.,Overgeneralization,en
Why do I feel trapped in a cycle where every positive step forward seems destined for failure?,Overgeneralization,en
I don't know how much more of this I can take. Every day feels like a never-ending battle against the universe.,Magnification and Catastrophizing,en
"I keep getting stuck in traffic, it's like the universe is conspiring against me.",Overgeneralization,en
I keep thinking about what could've been if only I'd done things differently in the past.,Should Statements,en
What's wrong with me? Why do I keep messing up these simple tasks? Maybe it's a sign of something more serious...,Magnification and Catastrophizing,en
"""If I don't change my ways, I'll end up alone."" Is it possible for me to be happy and fulfilled without being in a relationship?",Jumping to Conclusions,en
The way she dodged my question about her vacation plans makes me think there's something she's not telling me.,Jumping to Conclusions,en
I get so caught up in thinking about what could've been if only... If only I had made this choice or done that one thing differently.,Black & White Thinking,en
"That conversation with my boss yesterday still weighs on me. While I could've handled it differently, at least I stood up for myself and expressed my concerns.",No Distortion,en
Her words cut deep: 'You're not good enough.',Should Statements,en
The project was going great until the client pulled out at the last minute. Now we're in deep trouble.,Black & White Thinking,en
"I've been replaying the conversation with my colleague in my head, wondering if I came across as too assertive or was it just them being defensive.",Personalization,en
This physical sensation in my chest feels so bad. What if it's a sign that something serious is wrong?,Magnification and Catastrophizing,en
It feels like I've been swimming upstream all day. Maybe that's just how life is – exhausting and pointless.,Emotional Reasoning,en
Why do some memories feel tainted by a single negative thought or outcome?,Mental Filter,en
"After getting rejected from grad school, I started thinking that maybe I'm not intelligent or capable enough to succeed in academia.",Overgeneralization,en
"After the breakup, I started thinking about all the past relationships that didn't work out. Maybe it's just a pattern of mine.",Overgeneralization,en
Every step forward seems overshadowed by the fear of what could go wrong next.,Mental Filter,en
The atmosphere in the room becomes strained whenever there's conflict between team members. It feels like they're all waiting for something to blow up.,Jumping to Conclusions,en
The mere thought of speaking up in a meeting gives me anxiety because I think about how others might react.,Mental Filter,en
"""The constant criticism from others is taking its toll on me. It must be because I deserve to be belittled.""",Emotional Reasoning,en
I know we can't please everyone all the time. Today's encounter reminded me to prioritize our goals over individual opinions.,No Distortion,en
"My sister said she never wants to visit me again because of my place, which means no one will ever want to come here.",Overgeneralization,en
"She didn't smile at the meeting, now I'll never get that promotion.",Jumping to Conclusions,en
"""If I were honest with myself, I'd say getting rejected from that job wasn't the end of the world. It was a setback, but not insurmountable.",No Distortion,en
"""I often wonder what would've happened if I'd taken a different path in life. Would things be better or worse now?""",Emotional Reasoning,en
"Every minor setback feels like a pattern of failure, I'm just so tired of being unsuccessful.",Magnification and Catastrophizing,en
"I love cooking, but every time I try to make something new, disaster strikes. Maybe I'm just too clumsy for this.",Overgeneralization,en
Sometimes I wonder why I even bother getting up in the morning. Is it really worth all this stress?,Magnification and Catastrophizing,en
Sometimes I wonder if I'm just too sensitive to the opinions of others and that's why I have such trouble setting boundaries.,Overgeneralization,en
I can feel the weight of responsibility on my shoulders when I'm dealing with a new client. It's like they're waiting for something to go wrong.,Jumping to Conclusions,en
"Lately, every time someone is late, I think it's because they're trying to make a point about my punctuality.",Personalization,en
This job is sucking the life out of me. Why am I still here?,Black & White Thinking,en
She didn't even acknowledge my email about the project proposal. It's like she doesn't care about my input at all.,Black & White Thinking,en
"The rain keeps pouring down, just like my life – messy and unpredictable.",Overgeneralization,en
What does it even mean to 'let go' of something when your mind is stuck on analyzing every nuance?,Mental Filter,en
"""It's easy to get caught up in 'what ifs,' but sometimes we just have to accept what happened and move forward.",No Distortion,en
What if I don't make enough money this month to pay the rent? We'll have to live in poverty.,Magnification and Catastrophizing,en
Sometimes I feel like I'm just too much for people to handle. Maybe that's why they keep backing away.,Personalization,en
"When I'm at the office, and people are making plans without me, I get this anxiety that I'm not important enough.",Jumping to Conclusions,en
"Every time I try to make plans with Alex, he always seems hesitant. It's like he doesn't want to hang out with me.",Jumping to Conclusions,en
"""Why does she have to be late again?""",Jumping to Conclusions,en
"Can't stop replaying the same doubts in my head: ""What if I'm not good enough? What if I fail?""",Emotional Reasoning,en
"Every time I get turned down for a job, it feels like the whole world is conspiring against me to keep me from achieving my goals.",Overgeneralization,en
My friend Rachel always says we should be prepared for anything. But what if we're not prepared enough?,Jumping to Conclusions,en
"My friend told me she was nervous about the presentation. ""It's not going to be a disaster,"" I said. ""Just take some deep breaths and go with the flow.""",No Distortion,en
"In a conversation with my therapist, she said something about how our thoughts are not always facts. But if she doesn't believe it... maybe it's true?",Emotional Reasoning,en
Why do I always think about all the things that could go wrong and get caught up in worst-case scenarios?,Should Statements,en
Why do some people always assume the worst-case scenario? Don't they trust others to get things right?,Jumping to Conclusions,en
"This test was a piece of cake, but what if I got lucky and they're all like this? When the real challenges come, I'll be crushed.",Magnification and Catastrophizing,en
I spent all morning cleaning the house and now it's a mess again. What's the use?,Black & White Thinking,en
"If only I had cooked dinner on time, my husband wouldn't be frustrated with me right now.",Personalization,en
'Why do you have to be so hard on yourself?' my therapist asks me in sessions. But what if that's just a way of avoiding real accountability?,Emotional Reasoning,en
"I can feel her eyes on me when we're in group projects. She's always critiquing my ideas, trying to undermine me.",Jumping to Conclusions,en
"The idea of failure is scary, but what if 'failure' was just an opportunity to learn and grow in the first place?",No Distortion,en
"I've been trying to enjoy my evening walk, but my mind keeps drifting back to what could have been done differently with that particular task at work.",Mental Filter,en
"""The thing is, being late to class isn't always the end of the world. Sometimes it just means missing a few minutes of lecture, and you can catch up later.",No Distortion,en
"After last week's incident at work, my boss suggested a meeting. What will they say this time?",Overgeneralization,en
"""It's weird how certain smells can instantly transport me back to a memory. Maybe that's just proof of how much I've messed things up.""",Emotional Reasoning,en
Why do we have to focus on what's missing rather than celebrating what we already have?,Mental Filter,en
"I had a minor disagreement with my partner over dinner plans, now it's clear we're incompatible.",Magnification and Catastrophizing,en
"Every birthday since moving here has felt like a reminder of all I don't have – the friends, family, or stability I left behind.",Overgeneralization,en
I felt a wave of shame wash over me when my boss spoke negatively about our team's work. It feels like we're all responsible for that failure.,Personalization,en
"The way she looks at me when we're in meetings... it's like she's trying to intimidate me, but what does she want from me?",Jumping to Conclusions,en
Why do people say they're my friend but then just ghost me? Don't they know I'm counting on them?,Black & White Thinking,en
I had a fight with my best friend last week and now every little thing he does seems like an insult.,Jumping to Conclusions,en
"Sometimes, when I'm talking to someone, I feel like they're not really listening. It's like I'm invisible, and it hurts.",Emotional Reasoning,en
"Sometimes, when people act nonchalant around you, it feels like they're hiding something. Is that ever the case?",Jumping to Conclusions,en
"No matter what I do, it's never good enough. My parents are always finding fault in something.",Black & White Thinking,en
"Every time I see her smile, I think back to what I did last week and wonder if that's why she's been distant since.",Personalization,en
The way Sarah looked away during our conversation could mean she's not interested in our relationship anymore.,Jumping to Conclusions,en
"I've been practicing mindfulness, but somehow, every moment becomes tainted by the thought of the thing that's going wrong.",Mental Filter,en
Why did I agree to take on that extra project? Now I feel like I'm drowning in work.,Should Statements,en
"This town is a nightmare! I swear, it's cursed or something.",Black & White Thinking,en
My art piece didn't get accepted into the show. Maybe my talents are wasted on this world.,Overgeneralization,en
"If only I'd been more assertive from the start, maybe this situation would be resolved by now.",Personalization,en
"After my grandma passed away, every visit from an elderly person feels like a reminder of mortality – and my place in it all.",Overgeneralization,en
I'm certain my boss will reassign me to a different project if I don't deliver the results she wants. The pressure is suffocating.,Jumping to Conclusions,en
"I love playing music, but I'm not always good at practicing regularly. Sometimes life gets in the way, but that doesn't mean I have to give up altogether.",No Distortion,en
"If I'm not perfect, then what's the use? Might as well give up now and avoid the pain.",Black & White Thinking,en
Why do I keep checking my email for the meeting invite? Is it because I'm secretly worried they're going to cancel on me and humiliate me in front of everyone?,Jumping to Conclusions,en
"The thought of public speaking still makes me nervous, but I've been trying to practice in front of friends and family to get more comfortable with the idea.",No Distortion,en
"The thought keeps creeping in: 'If I don't make it to the gym tomorrow, I'll be so out of shape by next month.'",Should Statements,en
Every performance review feels like an assessment of my entire being – as if it's all about what I'm doing right or wrong.,Overgeneralization,en
What if our friendship is just a facade?,Overgeneralization,en
I see couples holding hands in public. Maybe love just isn't meant for people like me.,Overgeneralization,en
It's funny how memories can be both happy and bittersweet. Maybe that's just part of life – embracing all its complexities.,No Distortion,en
"I've been having these recurring nightmares lately. They're always so vivid, like my brain is trying to tell me something.",Magnification and Catastrophizing,en
"'You're not living up to your potential,' my mentor tells me occasionally. But what if that's just an unrealistic expectation?",Emotional Reasoning,en
What if this small success is actually a setup for something bigger and more challenging?,Mental Filter,en
She should have just listened and tried to understand instead of getting defensive.,Should Statements,en
"Sometimes I wonder if people are attracted to me because of some hidden quality, but their behavior suggests otherwise.",Personalization,en
My boss just sent me an email asking for a progress update on that project. Does he know something's gone wrong? Am I in trouble?,Magnification and Catastrophizing,en
What would happen if I didn't meet my deadlines? Would my clients even notice?,Should Statements,en
My stomach is in knots every time I think about the presentation tomorrow.,Magnification and Catastrophizing,en
Every conversation I have seems overshadowed by the thought of not being able to articulate myself properly.,Mental Filter,en
"The game may not have gone as planned, but we've played worse and come back stronger. That's what matters now.",No Distortion,en
"Today was one of those days where everything seems too much – work, home life, even breathing... maybe that's just my reality now.",Emotional Reasoning,en
"The rain is pouring outside, and I'm feeling a bit gloomy about the weather. It's not the end of the world, though; I can still go for a walk if I want to.",No Distortion,en
What if people are right and I'm just not cut out for this thing I'm trying? The thought alone makes me want to give up.,Emotional Reasoning,en
"The more I think about it, the more this minor injury to my hand feels like a major setback for the whole project.",Mental Filter,en
"My track record with relationships is dismal, so it's natural to expect the same pattern of failure to repeat itself.",Overgeneralization,en
Why do I always feel like I need to apologize for taking up space?,Should Statements,en
"I remember saying to myself last week, 'You should be doing more with your life.'",Should Statements,en
"Why do I keep thinking that if I'm not making progress on my goals every single day, then I'm failing?",Should Statements,en
"""The anxiety attack I had yesterday means my life is out of control.""",Emotional Reasoning,en
I often rehearse conversations in my head – imagining how I'd react if faced with certain situations.,Overgeneralization,en
"""Looking back on that difficult conversation with my sibling, we both said things we regretted. We're still working on communication.",No Distortion,en
"This traffic jam is all because of me. If only I'd left on time, we would have made it to the airport.",Personalization,en
"If I say no to this invitation, people will think I'm rude and ungrateful. Maybe it's better just to pretend I'm busy.",Magnification and Catastrophizing,en
"""I'm still thinking about the project meeting yesterday. I made a decision that might have some drawbacks, but it's also got potential benefits.""",No Distortion,en
"Why do I always get tongue-tied around my crush? The moment I see them, all rational thought leaves me.",Overgeneralization,en
The silence is deafening - that's what goes through my head whenever someone doesn't respond to my texts right away.,Jumping to Conclusions,en
The fact that Michael didn't offer any solutions during the meeting makes me think he's not invested in this project.,Jumping to Conclusions,en
"My friends make jokes about my cooking, but is that just to avoid hurting my feelings or are they genuinely amused by my lack of culinary skills?",Personalization,en
She hasn't returned my calls in two days now. I'm starting to wonder if we're drifting apart.,Jumping to Conclusions,en
"I'm trying to get better at self-compassion, but it's hard when I make mistakes. Maybe I can focus on what went wrong instead of beating myself up over it.",No Distortion,en
Why do I always get roped into these impossible tasks? Can't anyone else see how this is going to ruin us?,Jumping to Conclusions,en
The thought keeps nagging me that I'm just destined to fail in any creative pursuit. Every new project feels like a slippery slope into chaos.,Overgeneralization,en
I should be more confident in my abilities.,Should Statements,en
I'm not perfect – and nor are those around me. It's okay to make mistakes as long as we learn from them.,No Distortion,en
"""I'm starting to think it's impossible for anyone to really change or grow. Maybe we're all just stuck in our ways.""",Emotional Reasoning,en
She shouldn't have talked to me like that. It was unprofessional.,Should Statements,en
"I keep replaying our conversation in my head, wondering what I could've done differently to make her happy.",Personalization,en
Why do I always have to think about what went wrong and never about what went right?,Mental Filter,en
"Sometimes I feel a creeping sense of dread when I'm working on a project, and I just know it won't meet expectations.",Jumping to Conclusions,en
Why do I always feel like I'm the one who has to put out fires around here?,Jumping to Conclusions,en
"If only I could turn back time and do things differently... But then again, maybe those experiences helped shape who I am today – so maybe they were worth going through after all?",No Distortion,en
I keep replaying that conversation with Emily in my head - her tone seemed guarded when I asked about her weekend plans.,Jumping to Conclusions,en
My cat keeps running away from me. Guess even animals don't want to deal with me.,Overgeneralization,en
That one person's comment still stings: 'You're not living up to your potential.' Does that mean I'm a disappointment to myself?,Emotional Reasoning,en
I've come to think that every day is just another excuse for things not going as planned – whether it's bad weather or traffic.,Overgeneralization,en
"""The fact that my best friend's family vacation on social media made me feel inadequate and unsophisticated.""",Mental Filter,en
"'You're not good enough for anyone,' I hear when I'm around toxic individuals. But what if that's just a projection of their own insecurities?",Emotional Reasoning,en
"I keep replaying those hurtful words in my head, wondering why people can be so cruel. Maybe it's time to focus on self-care.",Emotional Reasoning,en
"If only I had done things differently, I wouldn't be stuck in this rut right now.",Should Statements,en
"Why do I keep making excuses for myself? Maybe it's because deep down, I know I'm not good at prioritizing my own needs.",Overgeneralization,en
"If only I had the courage to speak up more often, maybe things would turn out differently this time around.",Black & White Thinking,en
I've been analyzing our conversations and realized my tone might be off-putting. Shouldn't I know better by now?,Personalization,en
I had a dream last night where everything went wrong because of something I forgot or didn't do correctly.,Personalization,en
This pressure on my chest feels so bad. What if it's a sign that something serious is wrong?,Magnification and Catastrophizing,en
It's funny how some days the smallest setback can turn into this gigantic mountain that feels insurmountable.,Overgeneralization,en
"Every time my partner forgets our anniversary, I feel like it's because I'm not enough for them.",Personalization,en
"If only I'd brought an umbrella, the rain wouldn't have ruined my entire day at the park.",Mental Filter,en
'What if everyone sees me as weak?' I ask myself after every small setback. But what if that's just an excuse for being afraid?,Emotional Reasoning,en
I'm starting to feel like an absolute failure as a mother. My kid is struggling in school and I don't know how to help.,Black & White Thinking,en
"""My daughter's disappointment in not getting the bike she wanted is all I can think about when I see her face.""",Mental Filter,en
